patient_id,name,nhs_number,dob,age,gender,ward,bay,bed,hospital_site,consultant,registrar,team,specialty,admission_date,admission_reason,days_in,patient_class,priority,escalation_flag,dnacpr,isolation,vte_status,dw_diet,dw_activity,dw_vitals,dw_investigations,dw_drains,dw_wounds,dw_examination,dw_nursing,dw_drugs,dw_barriers,obs_hr,obs_hr_flag,obs_bp,obs_bp_flag,obs_temp,obs_temp_flag,obs_o2,obs_o2_flag,obs_rr,obs_rr_flag,news_score,medications,allergies,antibiotics,abx_day,abx_review,bloods,imaging,ecg,microbiology,social_situation,mobility,discharge_plan,expected_discharge,ttl_written,procedures,operation_date,post_op_day,case_classification,alerts,tags,status,created_at,last_updated,updated_by
KCH0072,Mr Stephen Agyei,598 764 6198,26/11/1943,83 yrs,Male,Orthopaedic Ward,Bay 3,Bed B,King's College Hospital,Dr Gupta,Dr Ngozi Walker,General Surgery,General Surgery,04/02/2026,Elective lap cholecystectomy,13,Inpatient,green,None,No,CDiff,Tinzaparin 3500u SC daily,Diabetic diet. Good intake. HbA1c optimisation ongoing,Non-weight bearing R leg. Hoist transfers,HR 83 | BP 132/74 | Temp 36.4°C | O2 96% | RR 17 | NEWS 2,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,IDC in situ — UO monitoring. IV cannula.,Healing well. Sutures for removal day 10.,Chest clear. Abdomen soft. Calves non-tender.,Family very anxious — need update today,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",No barriers identified,83,ok,132/74,ok,36.4,ok,96%,ok,17,ok,2,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",NSAID — GI intolerance,Metronidazole 500mg TDS IV,10,18/02/2026,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,,"Normal sinus rhythm, LBBB — old",Blood cultures: no growth at 48h,Lives alone. Son visits daily. House has stairs — OT assessment pending.,Wheelchair dependent,Nursing home placement in progress. Social worker involved.,22/02/2026,Written,Elective lap cholecystectomy,08/02/2026,Day 9,P1a - Emergency - Procedure needed within 24 hours,,GENERAL SURGERY|CDIFF|DC PLAN,Active,2026-02-17T13:38:03.426669,2026-02-17T13:38:03.426669,system
KCH0073,Mr Philip Clark,149 495 8179,24/01/1985,41 yrs,Male,Medical Ward 3,Bay 4,Bed D,King's College Hospital,Dr Patel,Dr Florence Baker,Medicine,Medicine,13/02/2026,DVT — anticoagulation,4,Day Case,green,None,Yes,,Contraindicated — haemorrhage risk,Soft diet — SALT assessment complete,Non-weight bearing R leg. Hoist transfers,HR 75 | BP 135/83 | Temp 37.0°C | O2 97% | RR 13 | NEWS 1,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,PICC line in situ. Arterial line R radial.,Wound dehiscence — TVN referral made. Dressing daily.,Cognitively improved. Chest clear. Mobile.,No nursing concerns,"Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",NHS continuing healthcare assessment pending,75,ok,135/83,ok,37.0,ok,97%,ok,13,ok,1,"Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",NKDA,Omeprazole 20mg OD,1,20/02/2026,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,"Echo: EF 30%↓, dilated LV. Urgent cardiology review","AF rate 88bpm, no ST changes",,Residential care home. POC already in place. Ready to return when medically fit.,Mobilising with crutches NWB,Complex social situation. Family meeting this week. Package of care to arrange.,22/02/2026,Written,DVT — anticoagulation,,,P1a - Emergency - Procedure needed within 24 hours,,MEDICINE|DNACPR,Active,2026-02-17T13:38:03.426717,2026-02-17T13:38:03.426717,system
KCH0074,Mr John King,813 667 9849,07/07/1972,54 yrs,Male,Thoracic Ward,Bay 2,Bed A,King's College Hospital,Dr Shah,Dr Helen Ahmed,Thoracic Surgery,Thoracic Surgery,30/01/2026,VATS lobectomy (lung Ca),18,Surgery Admit,amber,amber,No,,Mechanical — TED stockings only,Low-sodium cardiac diet. Eating 80% meals,"Mobilising with zimmer frame, physio BD",HR 84 | BP 103/71 | Temp 37.0°C | O2 93% | RR 18 | NEWS 6,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,Chest drain in situ — draining serosanguinous fluid.,Wound dehiscence — TVN referral made. Dressing daily.,Cognitively improved. Chest clear. Mobile.,"Night-time confusion, falls risk HIGH","Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",Cognitive assessment incomplete,84,ok,103/71,warn,37.0,ok,93%,warn,18,ok,6,"Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",Penicillin — anaphylaxis,,,,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,"CXR: clear lung fields, no pneumothorax","Normal sinus rhythm, LBBB — old",,Independent. Drives own car. No mobility aids. Pre-op baseline excellent.,Wheelchair dependent,Rehab unit transfer pending — OT assessment complete.,26/02/2026,Complete,VATS lobectomy (lung Ca),14/02/2026,Day 3,P2b - Procedure can be deferred for up to 1 month,AMBER — NEWS 6. Increased monitoring. Senior review today.,THORACIC SURGERY|MONITOR,Active,2026-02-17T13:38:03.426755,2026-02-17T13:38:03.426755,system
KCH0075,Mr Colin Carter,957 375 2009,09/04/1939,87 yrs,Male,Ward 5A,Bay 1,Bed C,King's College Hospital,Dr Ali,Dr Florence Adams,Respiratory,Respiratory,23/01/2026,COPD exacerbation,25,Inpatient,amber,amber,No,Droplet,Tinzaparin 3500u SC daily,Free fluids — progressing well,Bed rest — haemodynamically unstable,HR 98 | BP 114/77 | Temp 37.1°C | O2 96% | RR 22 | NEWS 6,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,No drains. Peripheral cannula in situ.,Port sites clean. Day 2 post-op. No concerns.,Chest clear. Abdomen soft. Calves non-tender.,Patient refusing medications at times,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Family not yet informed of diagnosis,98,warn,114/77,ok,37.1,ok,96%,ok,22,warn,6,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Penicillin — anaphylaxis,Metronidazole 500mg TDS IV,9,21/02/2026,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,"Echo: EF 30%↓, dilated LV. Urgent cardiology review","AF rate 88bpm, no ST changes",Wound swab: pending,Residential care home. POC already in place. Ready to return when medically fit.,Mobilising with crutches NWB,Not ready — awaiting physio milestones and wound review.,22/02/2026,Pharmacy,COPD exacerbation,,,P1b - Urgent - Procedure needed within 72 hours,AMBER — NEWS 6. Increased monitoring. Senior review today.,RESPIRATORY|MONITOR|DROPLET,Active,2026-02-17T13:38:03.426797,2026-02-17T13:38:03.426797,system
KCH0076,Mr William Baker,977 382 9514,18/06/1948,78 yrs,Male,Ward 4B,Bay 4,Bed A,King's College Hospital,Ms Williams,Dr Nigel Roberts,Urology,Urology,29/01/2026,Transurethral resection prostate (TURP),19,Day Case,green,None,Pending,,Tinzaparin 3500u SC daily,Nutritional supplements BD — poor intake,"Fully mobile, no restrictions",HR 78 | BP 134/68 | Temp 37.3°C | O2 100% | RR 18 | NEWS 0,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,No lines in situ.,Sternal wound — staple line intact. Clean and dry.,Examination unremarkable. Improving.,IDC in situ — monitoring UO. IV access secure,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",Nil barriers — for discharge when medically fit,78,ok,134/68,ok,37.3,ok,100%,ok,18,ok,0,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",NKDA,Meropenem 1g TDS IV,9,20/02/2026,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,"X-ray hip: implant in good position, no loosening",,Blood cultures: no growth at 48h,Lives with spouse (frail). Both need POC arranging. Carer's assessment requested.,Wheelchair dependent,Discharge today if bloods acceptable. TTL with pharmacy.,20/02/2026,,Transurethral resection prostate (TURP),16/02/2026,Day 1,P1b - Urgent - Procedure needed within 72 hours,,UROLOGY,Active,2026-02-17T13:38:03.426899,2026-02-17T13:38:03.426899,system
KCH0077,Ms Sandra Young,801 200 4734,28/12/1936,90 yrs,Female,CCU,Bay 3,Bed C,King's College Hospital,Mr Fraser,Dr Catherine Sharma,Respiratory,Respiratory,27/01/2026,Community-acquired pneumonia,21,Inpatient,amber,amber,Yes,,Enoxaparin 40mg SC daily,Free fluids — progressing well,"Fully mobile, no restrictions",HR 82 | BP 112/74 | Temp 37.3°C | O2 96% | RR 21 | NEWS 5,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,No lines in situ.,Wound clean and dry. Steristrips intact. NERDS 0.,Chest clear. Mild abdominal tenderness — expected post-op.,IDC in situ — monitoring UO. IV access secure,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Awaiting scan result before discharge,82,ok,112/74,ok,37.3,ok,96%,ok,21,warn,5,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Sulphonamides — rash,Omeprazole 40mg OD,6,18/02/2026,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,CXR: bilateral basal atelectasis — improving,AF with fast ventricular response — rate controlled,C.diff toxin: negative,Lives with family. Good support network. Daughter is main carer.,Bed-bound — hoist transfers,Awaiting cardiology outpatient slot before discharge.,23/02/2026,Complete,Community-acquired pneumonia,,,P4 - Elective,MONITOR — wound concern. Erythema noted. TVN referral made.,RESPIRATORY|MONITOR|DNACPR,Active,2026-02-17T13:38:03.426955,2026-02-17T13:38:03.426955,system
KCH0078,Mr Thomas Robinson,556 281 8775,16/10/1951,75 yrs,Male,Thoracic Ward,Bay 1,Bed C,King's College Hospital,Dr Shah,Dr Karen Brown,Medicine,Medicine,11/02/2026,AKI on CKD,6,Surgery Admit,amber,amber,No,,Apixaban 2.5mg BD,Soft/purée — thin fluids safe with chin tuck,Weight-bearing as tolerated with crutches,HR 98 | BP 113/67 | Temp 38.0°C | O2 94% | RR 18 | NEWS 5,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,IDC in situ — UO monitoring. IV cannula.,Port sites clean. Day 2 post-op. No concerns.,Chest clear. Mild abdominal tenderness — expected post-op.,Patient refusing medications at times,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Awaiting physio discharge assessment,98,warn,113/67,ok,38.0,warn,94%,warn,18,ok,5,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",Codeine — nausea,Omeprazole 40mg OD,1,18/02/2026,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,,Sinus tachycardia 104bpm,Blood cultures: no growth at 48h,Lives alone. Son visits daily. House has stairs — OT assessment pending.,Mobilising with crutches NWB,Discharge today if bloods acceptable. TTL with pharmacy.,26/02/2026,,AKI on CKD,,,P2b - Procedure can be deferred for up to 1 month,AMBER — antibiotic review due. Cultures pending. Micro input requested.,MEDICINE|MONITOR,Active,2026-02-17T13:38:03.427001,2026-02-17T13:38:03.427001,system
KCH0079,Mrs Sandra Asante,383 755 6327,03/06/1937,89 yrs,Female,Thoracic Ward,Bay 2,Bed B,King's College Hospital,Dr Martinez,Dr Mohammed Brown,Thoracic Surgery,Thoracic Surgery,28/01/2026,Thoracotomy + decortication,20,Inpatient,amber,amber,No,Contact,Rivaroxaban 10mg OD,NBM — return to theatre possible,Weight-bearing as tolerated with crutches,HR 92 | BP 120/81 | Temp 37.2°C | O2 93% | RR 21 | NEWS 5,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,No drains. Peripheral cannula in situ.,Port sites clean. Day 2 post-op. No concerns.,Bibasal crepitations — improving. Abdomen soft.,Pressure area care — repositioning 2-hourly,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",Complex social situation — POC to arrange,92,ok,120/81,ok,37.2,ok,93%,warn,21,warn,5,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",NKDA,Meropenem 1g TDS IV,5,21/02/2026,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,,"Sinus rhythm 72bpm, normal axis, no ST changes",Blood cultures: no growth at 48h,Lives with family. Good support network. Daughter is main carer.,Walking with stick — improving,Home with community nursing for wound care. Outpatient review booked.,28/02/2026,Written,Thoracotomy + decortication,,,P2a - Procedure can be deferred for up to 2 weeks,MONITOR — persistent pyrexia. Source unclear. Repeat bloods today.,THORACIC SURGERY|MONITOR|CONTACT,Active,2026-02-17T13:38:03.427041,2026-02-17T13:38:03.427041,system
KCH0080,Ms Christine Darko,480 366 5817,26/06/1945,81 yrs,Female,CCU,Bay 1,Bed A,King's College Hospital,Mr Thompson,Dr Arthur Adeyemi,Urology,Urology,13/02/2026,Transurethral resection prostate (TURP),4,Inpatient,green,None,Pending,Contact,Tinzaparin 3500u SC daily,Soft/purée — thin fluids safe with chin tuck,Weight-bearing as tolerated with crutches,HR 76 | BP 119/78 | Temp 36.3°C | O2 97% | RR 13 | NEWS 0,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,IDC in situ — UO monitoring. IV cannula.,Wound — mild erythema 1cm. No exudate. Monitor.,Cool peripheries. JVP elevated. Bibasal creps.,"Night-time confusion, falls risk HIGH","Co-amoxiclav 625mg TDS
Paracetamol 1g QDS
Oxycodone 5mg PRN
Enoxaparin 40mg SC
Omeprazole 20mg OD",No barriers identified,76,ok,119/78,ok,36.3,ok,97%,ok,13,ok,0,"Co-amoxiclav 625mg TDS
Paracetamol 1g QDS
Oxycodone 5mg PRN
Enoxaparin 40mg SC
Omeprazole 20mg OD",Codeine — nausea,Omeprazole 20mg OD,7,22/02/2026,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,"CXR: cardiomegaly, upper lobe diversion",Sinus tachycardia 104bpm,,Lives with spouse. Fully independent pre-admission. No care package needed.,Mobilising with frame,Home tomorrow if clinically stable overnight.,22/02/2026,Complete,Transurethral resection prostate (TURP),16/02/2026,Day 1,P1a - Emergency - Procedure needed within 24 hours,,UROLOGY|CONTACT|DC PLAN,Active,2026-02-17T13:38:03.427104,2026-02-17T13:38:03.427104,system
KCH0081,Ms Beverley Nelson,646 304 7112,01/01/1949,77 yrs,Female,Orthopaedic Ward,Bay 2,Bed A,King's College Hospital,Dr Gupta,Dr James Okafor,Cardiology,Cardiology,24/01/2026,NSTEMI,24,Surgery Admit,amber,amber,No,CDiff,Not indicated — fully mobile low risk,Free fluids — progressing well,Bed rest — haemodynamically unstable,HR 87 | BP 114/82 | Temp 38.3°C | O2 95% | RR 17 | NEWS 2,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,No lines in situ.,Wound clean and dry. Steristrips intact. NERDS 0.,Bibasal crepitations — improving. Abdomen soft.,IDC in situ — monitoring UO. IV access secure,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Complex social situation — POC to arrange,87,ok,114/82,ok,38.3,warn,95%,ok,17,ok,2,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Latex — contact dermatitis,Metronidazole 500mg TDS IV,9,22/02/2026,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,CXR: bilateral basal atelectasis — improving,"Sinus rhythm 72bpm, normal axis, no ST changes",MSU: ESBL E.coli — sensitive to meropenem,Lives alone. Sheltered accommodation. Warden on site. Low-level support needed.,Walking with stick — improving,Home with GP follow-up in 2 weeks. TTL written.,25/02/2026,,NSTEMI,,,P2b - Procedure can be deferred for up to 1 month,MONITOR — persistent pyrexia. Source unclear. Repeat bloods today.,CARDIOLOGY|MONITOR|CDIFF,Active,2026-02-17T13:38:03.427870,2026-02-17T13:38:03.427870,system
KCH0082,Mr George Scott,361 889 9761,13/11/1994,32 yrs,Male,Ward 4B,Bay 1,Bed A,King's College Hospital,Dr Shah,Dr Kevin Adams,Cardiac Surgery,Cardiac Surgery,02/02/2026,CABG x3,15,Inpatient,amber,amber,No,Droplet,Enoxaparin 40mg SC daily,Free fluids — progressing well,Weight-bearing as tolerated with crutches,HR 83 | BP 135/68 | Temp 37.7°C | O2 94% | RR 17 | NEWS 2,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,PICC line in situ. Arterial line R radial.,Wound — mild erythema 1cm. No exudate. Monitor.,Chest clear. Mild abdominal tenderness — expected post-op.,Patient refusing medications at times,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",Awaiting scan result before discharge,83,ok,135/68,ok,37.7,ok,94%,warn,17,ok,2,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",Sulphonamides — rash,Meropenem 1g TDS IV,7,18/02/2026,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,"MRI spine: L4/5 disc prolapse, no cord compression",Sinus tachycardia 104bpm,Wound swab: pending,Residential care home. POC already in place. Ready to return when medically fit.,Fully mobile — independent,Awaiting cardiology outpatient slot before discharge.,21/02/2026,Complete,CABG x3,14/02/2026,Day 3,P2b - Procedure can be deferred for up to 1 month,AMBER — antibiotic review due. Cultures pending. Micro input requested.,CARDIAC SURGERY|MONITOR|DROPLET,Active,2026-02-17T13:38:03.427965,2026-02-17T13:38:03.427965,system
KCH0083,Mr Mohammed King,787 191 2809,01/01/1968,58 yrs,Male,Orthopaedic Ward,Bay 1,Bed A,King's College Hospital,Dr Mensah,Dr Ali Nwosu,Gynaecology,Gynaecology,09/02/2026,Hysterectomy (fibroid uterus),8,Surgery Admit,urgent,escalate,No,,Not indicated — fully mobile low risk,Soft diet — SALT assessment complete,Non-weight bearing R leg. Hoist transfers,HR 109 | BP 78/54 | Temp 37.9°C | O2 89% | RR 22 | NEWS 9,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,Chest drain removed day 2. Cannula only.,Wound — mild erythema 1cm. No exudate. Monitor.,Chest clear. Abdomen soft. Calves non-tender.,Patient refusing medications at times,"Co-amoxiclav 625mg TDS
Paracetamol 1g QDS
Oxycodone 5mg PRN
Enoxaparin 40mg SC
Omeprazole 20mg OD",NHS continuing healthcare assessment pending,109,warn,78/54,bad,37.9,warn,89%,bad,22,warn,9,"Co-amoxiclav 625mg TDS
Paracetamol 1g QDS
Oxycodone 5mg PRN
Enoxaparin 40mg SC
Omeprazole 20mg OD",Penicillin — rash,Omeprazole 20mg OD,6,21/02/2026,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,,"Sinus rhythm 72bpm, normal axis, no ST changes",,Lives with spouse (frail). Both need POC arranging. Carer's assessment requested.,Wheelchair dependent,Complex social situation. Family meeting this week. Package of care to arrange.,,,Hysterectomy (fibroid uterus),16/02/2026,Day 1,P4 - Elective,URGENT — sepsis suspected. Lactate elevated. Cultures pending. Sepsis 6 initiated.,GYNAECOLOGY|URGENT,Active,2026-02-17T13:38:03.428048,2026-02-17T13:38:03.428048,system
KCH0084,Mrs Fatima Nwosu,843 160 3611,05/12/1984,42 yrs,Female,Gynae Ward,Bay 4,Bed D,King's College Hospital,Ms Osei,Dr Edith Baker,Orthopaedics,Orthopaedics,23/01/2026,Hip hemiarthroplasty (NOF #),25,Day Case,amber,amber,No,Contact,Enoxaparin 40mg SC daily,Nutritional supplements BD — poor intake,Bed rest — haemodynamically unstable,HR 91 | BP 139/60 | Temp 38.3°C | O2 94% | RR 19 | NEWS 5,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,PICC line in situ. Arterial line R radial.,Wound dehiscence — TVN referral made. Dressing daily.,Chest clear. Abdomen soft. Calves non-tender.,No nursing concerns,"Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",Complex social situation — POC to arrange,91,ok,139/60,ok,38.3,warn,94%,warn,19,ok,5,"Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",NKDA,Omeprazole 20mg OD,7,21/02/2026,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,"Echo: EF 30%↓, dilated LV. Urgent cardiology review",Sinus bradycardia 48bpm,,Lives with spouse (frail). Both need POC arranging. Carer's assessment requested.,Bed-bound — hoist transfers,Rehab unit transfer pending — OT assessment complete.,27/02/2026,,Hip hemiarthroplasty (NOF #),,,P2a - Procedure can be deferred for up to 2 weeks,MONITOR — persistent pyrexia. Source unclear. Repeat bloods today.,ORTHOPAEDICS|MONITOR|CONTACT,Active,2026-02-17T13:38:03.428108,2026-02-17T13:38:03.428108,system
KCH0085,Ms Brenda Robinson,328 663 7203,02/09/1963,63 yrs,Female,Ward 5A,Bay 4,Bed D,King's College Hospital,Dr Ali,Dr Aisha Carter,Medicine,Medicine,14/02/2026,Cellulitis — IV antibiotics,3,Day Case,green,None,No,,Apixaban 2.5mg BD,Soft/purée — thin fluids safe with chin tuck,Non-weight bearing R leg. Hoist transfers,HR 75 | BP 124/75 | Temp 36.3°C | O2 99% | RR 17 | NEWS 2,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,Chest drain removed day 2. Cannula only.,Wound clean and dry. Steristrips intact. NERDS 0.,Bibasal crepitations — improving. Abdomen soft.,Compliant and motivated. Good progress,"Aspirin 75mg OD
Atorvastatin 80mg ON
Bisoprolol 2.5mg OD
Ramipril 5mg OD
Enoxaparin 40mg SC",Cognitive assessment incomplete,75,ok,124/75,ok,36.3,ok,99%,ok,17,ok,2,"Aspirin 75mg OD
Atorvastatin 80mg ON
Bisoprolol 2.5mg OD
Ramipril 5mg OD
Enoxaparin 40mg SC",Penicillin — rash,,,,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,"X-ray hip: implant in good position, no loosening","Sinus rhythm 72bpm, normal axis, no ST changes",C.diff toxin: negative,Lives with spouse (frail). Both need POC arranging. Carer's assessment requested.,Walking with stick — improving,Discharge today if bloods acceptable. TTL with pharmacy.,21/02/2026,,Cellulitis — IV antibiotics,,,P1b - Urgent - Procedure needed within 72 hours,,MEDICINE|DC PLAN,Active,2026-02-17T13:38:03.428156,2026-02-17T13:38:03.428156,system
KCH0086,Miss Dorothy Evans,463 949 5783,01/06/1970,56 yrs,Female,Ward 5A,Bay 1,Bed B,King's College Hospital,Mr Thompson,Dr Graham Owusu,Cardiac Surgery,Cardiac Surgery,24/01/2026,Mitral valve repair,24,Day Case,amber,amber,No,CDiff,Mechanical — TED stockings only,Full diet — eating and drinking well,Wheelchair transfers only,HR 93 | BP 106/68 | Temp 37.9°C | O2 94% | RR 16 | NEWS 5,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,PICC line in situ. Arterial line R radial.,Port sites clean. Day 2 post-op. No concerns.,Cool peripheries. JVP elevated. Bibasal creps.,"Night-time confusion, falls risk HIGH","Amoxicillin 500mg TDS
Metronidazole 400mg TDS
Paracetamol 1g QDS
Dalteparin 5000u SC",Complex social situation — POC to arrange,93,ok,106/68,warn,37.9,warn,94%,warn,16,ok,5,"Amoxicillin 500mg TDS
Metronidazole 400mg TDS
Paracetamol 1g QDS
Dalteparin 5000u SC",NKDA,Amoxicillin 500mg TDS,8,19/02/2026,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,,,,Residential care home. POC already in place. Ready to return when medically fit.,Fully mobile — independent,Complex social situation. Family meeting this week. Package of care to arrange.,20/02/2026,,Mitral valve repair,16/02/2026,Day 1,P4 - Elective,MONITOR — wound concern. Erythema noted. TVN referral made.,CARDIAC SURGERY|MONITOR|CDIFF,Active,2026-02-17T13:38:03.428223,2026-02-17T13:38:03.428223,system
